year,genre,duration,country,avg_vote,votes,rlwide_gross_income,reviews_from_critics
2011,"Comedy, Crime",142,Japan,7,842,54084009,6
1987,"Biography, Drama, Music",108,USA,6.9,25911,54215416,24
2018,Fantasy,115,China,6.4,283,54663060,1
1980,Drama,124,USA,7.7,43250,54766923,64
2002,"Comedy, Crime",96,USA,5.9,79147,55003135,107
2002,"Drama, Horror, Mystery",119,USA,6.4,72262,55305279,171
2003,"Adventure, Comedy, Family",94,USA,5.5,33732,55534455,68
2013,"Action, Crime, Thriller",118,"Hong Kong, China",6.2,2448,55754766,27
2001,"Action, Crime, Drama",120,"USA, Germany",6.1,46897,56359980,153
2011,"Action, Thriller",116,"UK, Australia",6.5,119182,56383756,196
1993,"Comedy, Family, Fantasy",103,USA,6,22841,56500758,18
1988,"Comedy, Drama, Music",123,USA,6.9,21779,57041866,37
2019,"Comedy, Horror, Mystery",95,"Canada, USA",7.1,19919,57147559,264
2007,"Horror, Sci-Fi",126,USA,7.1,266178,57293715,357
2005,"Comedy, Family, Fantasy",94,"USA, Germany",2.2,49960,57552641,74
1987,"Comedy, Crime, Thriller",88,USA,6.2,31557,57915972,35
1990,"Action, Adventure, Crime",93,USA,6,18448,57968936,47
2017,"Action, Thriller",119,"China, Hong Kong",6.3,2223,58815633,43
2015,"Drama, Mystery, Thriller",108,"USA, Australia, China",7,126742,58980521,327
2012,"Comedy, Drama, Musical",123,USA,5.9,70858,59418613,362
2010,"Comedy, Drama, Romance",107,USA,6.5,69007,60040976,215
1985,"Adventure, Comedy",102,USA,6.4,41642,60088980,34
2003,"Crime, Drama, Thriller",124,USA,7.7,215435,60427839,200
1996,"Crime, Drama, Thriller",98,"USA, UK",8.1,574341,60611975,225
2011,Comedy,97,Italy,6.3,4197,60756040,14
1989,"Comedy, Crime, Drama",116,USA,6.1,18708,60864870,24
1990,"Drama, Horror, Sci-Fi",115,USA,6.6,76289,61489265,52
1999,"Action, Adventure, History",102,USA,6.6,111983,61698899,91
1985,"Adventure, Comedy, Family",114,USA,7.8,224201,61749191,108
2000,"Comedy, Drama",103,USA,6,41621,62198945,118
2000,"Adventure, Comedy, Family",89,USA,5.1,10861,62464731,35
2017,"Animation, Adventure, Comedy",86,USA,6.1,5448,62812974,59
2006,"Comedy, Drama, Romance",107,USA,5.2,10221,63368939,46
1983,"Comedy, Crime, Drama",99,USA,6.8,75325,63541777,65
2002,"Crime, Drama, Mystery",115,USA,6.4,36542,63781810,114
2005,"Action, Adventure, Comedy",101,USA,6.1,86109,64321501,126
2015,"Action, Fantasy, Romance",118,"China, Hong Kong, USA",5.3,1144,64325947,19
2004,"Biography, Drama, History",135,"Canada, USA",7.5,44118,64445708,121
1983,"Drama, Music, Romance",93,USA,4.6,13566,64892670,22
2007,"Action, Adventure, Comedy",84,USA,4.7,18628,65270477,92
2003,"Comedy, Crime, Drama",116,"USA, UK",7.3,119270,65565672,162
2001,"Drama, Romance",119,USA,6.7,81690,65754228,97
2002,"Action, Adventure, Comedy",116,"USA, Czech Republic",5.6,43465,66200782,127
2016,"Animation, Action, Adventure",120,Japan,7.3,3291,66207073,13
2013,Comedy,119,Germany,7,25005,66998251,38
2019,"Action, Thriller",154,India,6.8,10000,67179155,27
2010,"Action, Crime, Drama",133,"USA, France",7.4,171512,67448651,236
2006,"Action, Biography, Drama",104,"China, Hong Kong",7.6,70355,68072848,150
2000,"Crime, Drama, Mystery",118,USA,7.3,96122,68106245,132
2000,"Animation, Action, Adventure",93,Japan,5.8,12128,68411275,42
1985,"Crime, Drama, Romance",112,USA,7.4,80130,68706993,99
2014,"Action, Crime",90,"France, Canada, USA",5.7,38089,68896829,187
1998,"Adventure, Comedy, Drama",97,Australia,5.7,30041,69131860,65
2007,"Action, Crime, Drama",122,USA,6.7,56273,69787394,183
2007,"Action, Crime, Drama",122,USA,7.7,274187,70016220,294
2004,"Comedy, Family, Romance",95,"USA, Canada",5.9,76432,70067909,68
2016,"Comedy, Drama",128,China,6.9,1833,70826207,44
1989,"Comedy, Crime, Drama",97,USA,6.2,59485,71079915,30
2001,"Comedy, Drama",110,USA,7.6,250258,71441250,231
2008,"Action, Adventure, Sci-Fi",90,"France, UK",5.6,90797,72109200,166
1990,"Comedy, Family",81,USA,5.4,26686,72270891,15
2016,Comedy,86,Italy,6.6,8394,72651109,36
2003,"Action, Adventure, Sci-Fi",135,"USA, Germany, Canada, UK",5.5,87391,73498611,154
1979,Comedy,94,USA,7.2,50083,73691419,71
1999,"Biography, Drama, Sport",146,USA,7.6,87441,73956241,67
2007,Drama,128,"USA, China, UK, Afghanistan",7.6,75133,74634825,204
2010,"Comedy, Drama, Romance",92,USA,7.1,337136,74952305,269
2011,"Comedy, Fantasy",112,USA,6.3,157831,75450437,217
2018,"Crime, Drama, Thriller",129,"UK, USA",6.9,72726,75984700,345
2004,"Comedy, Sci-Fi",87,Germany,5.4,12741,76341401,17
1999,"Drama, Romance",97,USA,6.8,171542,76347426,98
2004,"Horror, Mystery, Thriller",114,USA,5.1,32132,76899937,171
2012,"Comedy, Family",94,"USA, Canada",6.3,20111,77112176,87
2001,"Comedy, Romance",90,USA,6.9,99234,77516304,120
2016,"Action, Adventure, Drama",120,Japan,6.7,19488,78048505,185
2018,Comedy,100,USA,6.5,94447,78130625,188
1991,"Action, Adventure, Comedy",88,"USA, Hong Kong",6,48635,78656813,76
1982,"Action, Adventure, Sci-Fi",113,USA,7.7,106858,78912963,105
2008,"Crime, Mystery, Thriller",101,USA,6,81553,79498846,192
1986,"Action, Adventure, Comedy",94,USA,6,48164,79817937,35
2005,Horror,94,"USA, Germany, Czech Republic, Slovakia, Iceland",5.9,161811,80578934,309
2003,"Action, Adventure, Comedy",104,USA,6.7,97139,80981914,156
2010,"Crime, Drama, Mystery",117,"UK, USA",6.6,85915,81124129,264
2016,"Drama, Horror, Mystery",99,USA,6.1,49124,81705746,227
2007,"Adventure, Crime, Drama",121,"UK, Czech Republic, France, Italy, USA",6.2,99181,82169884,113
2011,"Action, Comedy, Crime",107,USA,4.4,23976,82686066,86
2006,"Drama, Fantasy, War",118,"Mexico, Spain",8.2,583872,83258226,446
2018,"Action, Adventure, Fantasy",128,"USA, New Zealand",6.1,85366,83672673,209
2012,"Comedy, Drama, Romance",110,USA,5.7,66902,84384002,168
2005,"Action, Thriller",87,"France, USA, Germany",6.3,182881,85167639,168
2018,"Action, Crime, Drama",137,China,6.4,1302,85170581,7
2009,"Comedy, Drama, Romance",103,USA,4.8,35650,85280250,136
2018,"Action, Adventure, Thriller",116,USA,5.3,52585,85869850,171
2016,"Biography, Comedy, Crime",114,"USA, Cambodia",7.1,160561,86234523,279
1984,"Action, Adventure, Comedy",106,"Mexico, USA",6.9,77293,86572238,77
2003,Comedy,88,USA,7.1,206424,87055349,117
2001,"Biography, Drama, Sport",157,USA,6.8,89106,87812729,174
1997,"Action, Drama, Horror",96,USA,5.3,61127,87840042,86
2016,"Drama, Romance",97,USA,6.8,81691,88528280,194
2003,"Action, Adventure, Comedy",89,"USA, Australia",4.4,27603,88929111,77
1996,"Action, Crime, Drama",121,USA,6.8,68574,89456761,107
2019,"Action, Drama, Horror",87,"USA, Serbia, Canada",6.2,36397,90510445,248
1999,"Adventure, Comedy, Sci-Fi",102,USA,7.3,139939,90683916,228
2010,"Comedy, Music",109,USA,6.4,163225,91261479,215
2011,"Action, Adventure, Fantasy",95,USA,5.4,86991,91627228,285
2004,"Biography, Drama, History",156,"Germany, Austria, Italy",8.2,312139,92181574,206
1979,"Action, Comedy, War",118,USA,5.8,29718,92455742,68
2003,"Comedy, Drama",108,"UK, USA",6.9,22166,93400759,70
2015,"Action, Adventure, Biography",122,"USA, Australia, Spain",6.9,111477,93920758,316
2008,"Action, Adventure, Comedy",135,"USA, Australia, Germany",6,66071,93945766,281
1992,"Comedy, Romance",102,USA,6.1,20861,94900635,22
2002,"Comedy, Romance",96,USA,5.6,68100,95146283,137
2019,"Comedy, Drama",90,China,6.1,1057,95618308,7
2015,"Action, Drama, Thriller",140,South Korea,7.3,5174,96119773,40
2004,"Comedy, Fantasy, Romance",98,USA,6.1,153826,96455697,78
2017,"Drama, Fantasy",132,USA,6.3,27081,96942115,99
2001,Drama,132,USA,7.6,137547,97818139,122
2002,"Crime, Thriller",81,USA,7,240413,97837138,203
1998,"Comedy, Drama, Romance",121,USA,7,65908,98005666,93
2003,"Action, Crime, Thriller",102,"USA, Mexico",6.4,147500,98769390,167
2019,Action,98,"Hong Kong, China",5.9,294,99482027,9
2009,"Adventure, Drama, Family",101,"Germany, Australia, USA",6.7,97426,100086793,341
1970,"Action, Drama, Thriller",137,USA,6.6,16269,100489151,71
1980,"Comedy, Crime",111,USA,6.8,23261,101300000,17
2014,"Biography, Drama, Family",99,USA,5.8,24637,101332962,88
2009,"Comedy, Fantasy, Romance",100,USA,5.8,79077,102223269,148
2006,"Animation, Adventure, Comedy",94,"Canada, USA",5.3,22709,102338515,103
2017,"Horror, Mystery, Thriller",92,"USA, Canada",5.8,60788,102952888,200
2019,"Action, Comedy, Horror",99,"USA, Canada",7.2,29555,103446042,218
2017,"Action, Fantasy",123,China,5.8,1290,103818506,11
2001,"Crime, Drama, Thriller",122,USA,7.7,363962,104876233,121
2015,Comedy,118,USA,6,60087,105011053,174
2018,"Biography, Drama, History",141,"USA, Japan",7.3,139035,105697415,460
2015,"Animation, Adventure, Comedy",85,"UK, France, USA",7.3,33992,106209378,234
2003,Horror,98,USA,6.2,124960,107362708,248
1995,"Comedy, Drama, Romance",114,USA,6.8,49058,107879496,58
2004,"Action, Adventure, Biography",136,"USA, Morocco",6.7,74709,108040622,144
2019,"Comedy, Drama, Thriller",132,South Korea,8.6,74076,109012467,285
2006,"Drama, Mystery, Sci-Fi",130,"USA, UK",8.5,1095249,109676311,368
1997,"Action, Thriller",124,USA,5.9,51791,110463140,94
1965,"Drama, Romance, War",197,"USA, Italy, UK, Liechtenstein",8,65567,111918564,94
2010,"Comedy, Family, Fantasy",101,"USA, Canada",5,39057,112462508,115
2004,"Comedy, Crime",109,USA,5.6,121858,113086475,71
2006,"Crime, Drama, Music",104,USA,6.5,105833,114197742,99
2012,"Comedy, Drama, Romance",100,USA,6.3,39146,114281051,234
2013,"Drama, Romance",131,China,6.4,1860,114926694,8
2002,"Action, Drama, History",138,"USA, Germany",7.1,123338,115374915,150
1995,"Crime, Drama",178,"USA, France",8.2,425397,116112375,154
1998,"Action, Thriller",116,USA,6.4,65574,116672912,121
2004,"Drama, Mystery, Sci-Fi",91,USA,5.8,62343,117592831,172
2016,Comedy,111,"USA, Cambodia",6.2,92628,118102725,167
2018,Comedy,109,China,7.1,1065,118153135,4
2006,"Horror, Thriller",110,USA,5.5,54440,119498909,234
1996,"Comedy, Drama, Fantasy",105,USA,5.7,39091,119718203,40
2002,"Biography, Drama, Music",150,"UK, France, Poland, Germany",8.5,665166,120072577,190
2016,"Action, Drama, History",107,"Hong Kong, USA",7.1,137619,121790373,304
2017,"Drama, Music",150,India,7.9,17744,121956937,32
2003,"Adventure, Drama, Fantasy",125,USA,8,395590,122919055,248
2014,"Biography, Drama, Romance",123,"UK, Japan, USA",7.7,370337,123726688,430
2003,Comedy,95,USA,4.8,58111,124914842,138
2017,"Horror, Mystery, Thriller",96,USA,6.5,97793,125479266,287
2005,"Drama, Horror, Mystery",101,"USA, Germany",6,78901,126809881,170
2008,"Action, Adventure, Drama",146,"China, Hong Kong, Japan, Taiwan, South Korea",7.4,41969,127816690,166
1992,"Drama, Romance, Sci-Fi",102,USA,6.3,42336,127956187,21
2010,"Biography, Drama, Sport",116,USA,7.8,321696,129190869,407
1982,"Drama, Romance",124,USA,7,45460,129795554,49
1994,"Drama, Horror, Romance",125,USA,6.2,49987,131002597,81
2011,"Action, Adventure, History",110,"USA, Germany, France, UK",5.7,99462,132274484,233
2019,"Action, Thriller",121,USA,6.5,24956,133365452,157
1999,"Animation, Action, Adventure",84,Japan,6.1,19408,133949270,42
2014,"Action, Drama, Thriller",105,"USA, Russia",6.2,116925,135503748,333
2007,"Adventure, Family, Fantasy",127,"UK, USA",7.6,242174,135560026,240
2016,"Action, Adventure, Comedy",107,"China, Hong Kong, USA",5.7,17621,136579287,63
2001,"Comedy, Romance",102,USA,5.7,52913,138307673,143
1997,"Animation, Adventure, Drama",94,USA,7.1,104907,139804348,66
2017,"Adventure, Comedy, Drama",122,"USA, Canada",6.2,30980,140552359,123
2003,Drama,117,USA,6.5,73654,141337989,141
1998,"Drama, Fantasy, Romance",178,USA,7.2,199850,142940100,98
2018,Romance,105,Taiwan,6,701,142958164,5
2007,"Comedy, Music, Romance",96,USA,6.5,92815,145896422,174
2015,"Action, Adventure, Fantasy",106,"USA, China, Canada",6,88555,146936910,219
2001,"Adventure, Comedy, Crime",123,"USA, Mexico",6.1,98676,147845033,127
2011,"Comedy, Romance",109,USA,6.5,322777,149542245,239
1999,"Crime, Drama, Mystery",116,"USA, Germany",6.3,50003,149705852,117
1999,"Crime, Drama, Mystery",118,"USA, Canada",6.7,144920,151493655,75
1995,"Action, Adventure, Mystery",109,USA,5.2,39994,152022101,71
1997,"Drama, Mystery, Thriller",144,"USA, Germany",7.5,308446,152944660,131
1993,"Adventure, Drama, Family",112,"USA, France, Mexico",5.9,64262,153698625,26
2009,"Comedy, Drama, Family",102,USA,4.4,37564,155545279,135
2003,"Action, Adventure, Fantasy",117,"USA, Germany, Japan, UK, Hong Kong",5.5,124229,156505388,169
2003,"Crime, Drama, Mystery",138,"USA, Australia",7.9,395614,156595191,231
2015,"Comedy, Crime, Drama",105,"USA, Argentina",6.6,197509,158762963,294
1996,"Action, Adventure, Drama",114,USA,5.9,62581,159212469,66
1989,"Comedy, Romance",116,USA,6.8,45340,160188546,45
2014,"Action, Adventure, Drama",89,USA,5.8,61650,161502194,236
1999,"Drama, Mystery, Thriller",159,"UK, USA",7.4,279009,162091208,296
2005,"Action, Sci-Fi, Thriller",136,USA,6.8,290912,162949164,262
2006,"Horror, Mystery, Thriller",108,"USA, Canada",6.2,169356,164874275,217
2016,"Action, Adventure, Drama",114,"USA, China",6.1,90535,164989338,280
2000,"Comedy, Romance, Sci-Fi",106,USA,4.4,46298,166339890,96
2019,"Action, Drama, Sci-Fi",117,"USA, China",5.7,21606,169317064,229
2002,"Animation, Adventure, Comedy",77,USA,5.4,46888,169956806,71
2008,"Horror, Sci-Fi, Thriller",85,USA,7,356999,170764026,467
1998,"Animation, Adventure, Comedy",83,USA,6.5,140899,171757863,131
2015,"Drama, Sport",133,USA,7.6,231367,173567581,492
2013,Comedy,119,USA,6.3,159408,173649931,277
2012,"Action, Crime, Drama",113,"USA, China",7.4,508932,176506819,608
1993,"Action, Crime, Drama",128,USA,7.2,86837,176997168,74
2010,Horror,91,USA,5.6,94686,177512032,215
2016,"Action, Adventure, Mystery",120,USA,5.7,98936,179246868,209
2012,Comedy,83,USA,6.4,256080,179379533,317
2016,"Comedy, Drama",113,"China, Hong Kong",2.2,3039,181696035,5
1991,"Crime, Thriller",128,USA,7.3,158039,182291969,135
2000,"Adventure, Comedy, Family",100,"USA, UK",4.9,32615,183611771,86
2006,"Crime, Drama, Mystery",129,USA,7.6,319110,184376254,230
1998,"Drama, Romance, Western",169,USA,6.6,37197,186883563,98
2019,Action,99,"China, Hong Kong",6,567,188092373,13
2013,"Comedy, Drama, Fantasy",114,"USA, UK",7.3,279940,188133322,375
2005,"Animation, Adventure, Comedy",85,"UK, USA",7.4,118320,192614977,210
2011,"Animation, Adventure, Comedy",84,"UK, USA, Canada",5.9,50253,193967670,206
1994,"Action, Adventure, Sci-Fi",116,"USA, France",7.1,167759,196567262,101
2005,"Action, Comedy, Drama",95,"Canada, USA",5.6,82253,198636868,129
2013,"Adventure, Family, Fantasy",106,USA,5.8,104289,199850315,188
2015,"Biography, Drama, History",147,USA,7.9,168582,201634991,381
2006,"Comedy, Drama, Romance",106,USA,5.8,119209,204963084,188
2006,"Comedy, Romance",136,USA,6.9,224458,205135175,165
2016,"Action, Thriller",99,"UK, Bulgaria, USA",5.9,131762,205754447,273
2011,"Comedy, Crime",98,USA,6.9,404420,209838559,343
2010,"Adventure, Comedy",95,USA,6.5,309164,211780824,311
1999,"Action, Crime, Romance",113,"USA, UK, Germany",6.3,101970,212404396,147
2018,"Animation, Adventure, Comedy",96,USA,6.6,27294,214040103,122
1994,"Action, Crime, Drama",141,"USA, Mexico",6.9,83510,215887717,50
1961,"Animation, Adventure, Comedy",79,USA,7.2,141722,216026182,96
2013,"Biography, Drama, Thriller",134,USA,7.8,394949,218791811,505
2011,"Action, Adventure, Sci-Fi",114,USA,5.5,256439,219851172,452
1989,"Adventure, Comedy, Family",93,"USA, Mexico",6.3,132820,222724172,40
2011,"Action, Drama, Fantasy",110,"USA, Canada, UK",6,154835,226904017,286
2017,"Drama, Romance, War",135,China,7.1,2335,227091290,19
2013,"Action, Comedy, Crime",117,USA,6.6,155740,229930771,277
2007,"Comedy, Drama",96,USA,7.4,472111,231411584,383
2012,Comedy,113,USA,6.7,194744,234989584,295
2001,"Drama, Sci-Fi",146,"USA, UK",7.2,278502,235926552,264
2012,"Action, Horror, Sci-Fi",95,"Germany, Canada, USA, France, UK",5.4,127105,240159255,253
2014,"Action, Crime, Sci-Fi",117,USA,6.2,208516,242688965,518
2002,"Drama, Music",110,"USA, Germany",7.1,233790,242875078,127
1994,"Comedy, Drama, Romance",117,UK,7,129909,245700832,98
2017,"Adventure, Comedy, Fantasy",109,China,5.4,2443,246620398,20
1998,"Action, Adventure, Comedy",136,"USA, Germany, Mexico",6.7,159375,250288523,160
1995,"Comedy, Drama, Family",91,"Australia, USA",6.7,110928,254134910,81
2018,"Horror, Thriller",106,USA,6.6,102247,255485178,471
1997,"Comedy, Drama",91,"UK, USA",7.2,94187,257938649,89
1997,"Action, Adventure, Sci-Fi",126,France,7.7,411132,264029966,205
2000,"Action, Adventure, Comedy",98,"USA, Germany",5.5,166753,264105545,192
1993,"Drama, Romance",117,USA,5.9,58200,266614059,59
1991,"Crime, Drama, Thriller",118,USA,8.6,1169794,272753884,206
2018,"Action, Adventure, Fantasy",119,"UK, USA",6.3,172035,274650803,398
2002,"Action, Adventure, Thriller",124,USA,5.9,168051,277448382,188
2013,"Action, Drama, Sci-Fi",109,USA,6.6,402030,286140700,497
1988,"Comedy, Romance",116,USA,7,150569,288752301,67
2014,"Action, Adventure, Mystery",139,USA,6.7,405822,288885818,472
2002,"Action, Adventure, Comedy",94,USA,6.2,187054,296655431,173
2018,"Action, Comedy, Crime",110,USA,6.2,155994,297718711,342
1985,"Action, Adventure, Thriller",96,"USA, Mexico",6.5,143874,300400432,129
2017,"Drama, Family",113,"USA, Hong Kong",8,118835,305937718,225
2002,"Comedy, Crime, Musical",113,"USA, Germany, Canada",7.1,204562,306776732,228
2017,"Animation, Action, Comedy",104,"USA, Denmark",7.3,121091,311950384,391
2005,"Animation, Adventure, Comedy",81,USA,5.7,80526,314432837,156
2016,"Horror, Mystery, Thriller",134,"Canada, USA, UK",7.3,204766,320392818,400
2009,"Comedy, Romance",96,USA,6.4,193546,321682600,175
1986,"Action, Adventure, Comedy",97,Australia,6.6,86963,328203506,40
2015,"Animation, Adventure, Comedy",93,USA,6.7,93805,332207671,331
1984,"Action, Adventure",118,USA,7.6,416203,333107271,154
2008,"Action, Crime, Fantasy",110,"USA, Germany",6.7,345817,341432090,318
1995,"Animation, Adventure, Drama",81,USA,6.7,157100,346079773,102
2012,"Animation, Adventure, Drama",86,"USA, France",6.4,91959,348840316,242
2011,"Action, Adventure, Sci-Fi",131,"USA, UK",7.7,620398,352616690,521
1999,Drama,122,USA,8.3,1009384,356296601,194
2009,"Action, Adventure, Thriller",107,"USA, Japan",6.6,247849,360364265,239
1995,"Action, Adventure, Thriller",128,USA,7.6,346388,366236538,164
2018,Comedy,118,China,6.1,1153,366961907,2
2014,"Drama, Mystery, Thriller",149,USA,8.1,784465,369330363,614
2015,"Action, Adventure, Sci-Fi",120,"Australia, USA, South Africa",8.1,805017,375209362,812
2002,"Animation, Adventure, Comedy",81,USA,7.5,412978,383257136,195
2019,"Action, Adventure, Fantasy",132,"Japan, Canada, USA",6.1,97849,385900138,357
2008,"Drama, Fantasy, Romance",122,USA,5.2,401601,393853583,352
2003,"Action, Sci-Fi, Thriller",134,"Canada, USA",7.4,489978,407711549,159
2002,"Drama, Mystery, Sci-Fi",106,USA,6.7,322579,408247917,221
1999,"Action, Adventure, Fantasy",124,USA,7,372570,415933406,120
2012,"Drama, Western",165,USA,8.4,1249336,425368238,829
2003,"Action, Sci-Fi",109,"USA, Germany, UK",6.3,359095,433371112,288
2002,"Action, Adventure, Comedy",88,USA,6.2,323023,445135288,202
1999,"Animation, Adventure, Family",88,USA,7.3,188236,448191819,166
2006,"Animation, Comedy, Family",117,USA,7.1,339641,461983149,265
2018,"Action, Adventure, Sci-Fi",114,"China, USA",6.8,110781,467989645,272
1990,"Comedy, Family",103,USA,7.6,415632,476684675,127
2011,"Animation, Adventure, Comedy",96,"USA, Brazil",6.9,195129,483866518,240
1999,"Animation, Adventure, Comedy",92,USA,7.9,490724,508793269,210
2008,"Animation, Adventure, Family",98,USA,8.4,931375,521311860,264
2014,"Action, Adventure, Sci-Fi",123,"USA, Japan",6.4,360056,524976069,634
2010,"Animation, Comedy, Family",95,"USA, France",7.6,473933,543113985,317
2014,"Action, Biography, Drama",133,USA,7.3,410496,547426372,518
2017,"Action, Adventure, Fantasy",118,"USA, China",6.6,248325,566652812,573
2010,"Animation, Adventure, Comedy",100,USA,7.7,375980,591794936,337
2004,Drama,127,USA,7.1,203736,610061517,395
2012,"Action, Adventure, Comedy",106,"USA, United Arab Emirates",6.8,318448,624026776,453
