zoom_level,alternative,avg_time_in_seconds,number_of_samples,number_of_processors,example
1,right,0.12774309738000283,1351,6,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.12778860727999927,1351,6,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.12768031785999936,1351,6,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.12801583450999715,1351,6,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.1269464778199972,1351,6,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.12808416870199837,1351,6,average
1,right,0.1274619447160003,1351,6,average
1,left,0.12949598507999782,1351,7,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.12755523838000044,1351,7,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.12847947087000194,1351,7,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.12796599131999756,1351,7,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.12838105311999698,1351,7,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.12799488698000006,1351,7,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.12851708120999775,1351,7,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.12782362679000017,1351,7,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.1283049147799966,1351,7,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.12750508988000092,1351,7,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.12863570101199823,1351,7,average
1,right,0.12776896666999984,1351,7,average
1,left,0.1316406937399961,1351,8,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.13100761395000063,1351,8,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.13085039222999967,1351,8,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.13099802696000096,1351,8,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.13140364415000022,1351,8,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.13086059764999847,1351,8,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.13122689520999756,1351,8,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.13060719559999598,1351,8,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.13132791315000303,1351,8,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.13049059752000175,1351,8,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.1312899076959993,1351,8,average
1,right,0.13079280633599955,1351,8,average
1,left,0.11676126329999988,298,2,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.11620082982999974,298,2,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.11673673538999992,298,2,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.11650566755,298,2,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.11942018313000062,298,2,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.11905549122000139,298,2,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.11925443818000075,298,2,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.11829456511999979,298,2,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.11852522494999902,298,2,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.1181805382399989,298,2,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.11813956899000004,298,2,average
1,right,0.11764741839199996,298,2,average
1,left,0.1206129649400009,298,3,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.1196087898299993,298,3,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.12049074538999775,298,3,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.12009353045000352,298,3,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.1212119837199998,298,3,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.11999043579000045,298,3,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.12092180601000109,298,3,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.1201400627799967,298,3,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.12039511997999852,298,3,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.1199233009999989,298,3,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.12072652400799962,298,3,average
1,right,0.11995122396999977,298,3,average
1,left,0.12303852774999996,298,4,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.12164274735000163,298,4,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.12319979799000066,298,4,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.1224936767600002,298,4,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.12236231330999998,298,4,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.12195350684999993,298,4,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.12275851278000119,298,4,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.12142764313000043,298,4,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.12234281276000275,298,4,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.12142749596000157,298,4,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.12274039291800092,298,4,average
1,right,0.12178901401000075,298,4,average
1,left,0.12438566504999926,298,5,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.12430800670999816,298,5,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.125025120360001,298,5,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.12505591612999978,298,5,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.12503232987000046,298,5,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.12448176616000182,298,5,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.12542074521999894,298,5,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.12456988699000249,298,5,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.12502767263999887,298,5,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.12391598921999958,298,5,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.12497830662799969,298,5,average
1,right,0.12446631304200037,298,5,average
1,left,0.12772926092000034,298,6,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.12640317171999868,298,6,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.1278185815300003,298,6,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.1265754224000011,298,6,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.12738853412000026,298,6,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.1268923814000027,298,6,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.1274422408600003,298,6,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.1271472593999988,298,6,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.12789777901999969,298,6,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.12648239037000167,298,6,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.12765527929000017,298,6,average
1,right,0.1267001250580006,298,6,average
1,left,0.13094685737999953,298,7,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.12977566703999854,298,7,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.13096922105999964,298,7,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.1299933781300024,298,7,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.13120350079999754,298,7,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.13112092877999657,298,7,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.13104942654999832,298,7,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.1300886508099984,298,7,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.13091965555000115,298,7,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.12998756426,298,7,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.13101773226799923,298,7,average
1,right,0.1301932378039992,298,7,average
1,left,0.13423714003000442,298,8,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.13294440557000142,298,8,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.13378469316000063,298,8,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.13241043102000277,298,8,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.1338851095400014,298,8,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.1334203769299984,298,8,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.13422891806999815,298,8,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.13320868272000097,298,8,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.1329376195699979,298,8,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.1331264294199991,298,8,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.13381469607400048,298,8,average
1,right,0.13302206513200052,298,8,average
1,left,0.11983267446999889,2150,2,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.11885732479999661,2150,2,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.11924396416000035,2150,2,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.11982612308999706,2150,2,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.11962916016999771,2150,2,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.11922910102999594,2150,2,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.11946457348999956,2150,2,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.11917365436000182,2150,2,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.11910475687000144,2150,2,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.11878495437000311,2150,2,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.11945502583199959,2150,2,average
1,right,0.11917423152999891,2150,2,average
1,left,0.1215304389799985,2150,3,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.12127656161000232,2150,3,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.12154939374000151,2150,3,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.12114600942999915,2150,3,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.12236704099000235,2150,3,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.12187144611999884,2150,3,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.12229289527999754,2150,3,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.12231863681000049,2150,3,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.12279457295000157,2150,3,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.121966897719999,2150,3,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.12210686838800029,2150,3,average
1,right,0.12171591033799996,2150,3,average
1,left,0.1248415964800006,2150,4,[5.0; 9.0]; [757523835.5; 1515047671.0]
