zoom_level,alternative,avg_time_in_seconds,number_of_samples,number_of_processors,example
1,left,0.10784613245999936,785,2,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.1077662565300011,785,2,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.10820641957999896,785,2,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.10782636273000207,785,2,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.10822369497999988,785,2,average
1,right,0.10805541873000084,785,2,average
1,left,0.10919075316000089,785,4,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.10896818060999976,785,4,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.10886228169999868,785,4,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.10916430232000039,785,4,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.10918874746000029,785,4,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.1084703258200011,785,4,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.1086362255999984,785,4,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.10907742361999909,785,4,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.10888921391000167,785,4,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.10886362840999936,785,4,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.10895344436599999,785,4,average
1,right,0.10890877215599995,785,4,average
1,left,0.1094839303799995,785,6,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.10879391883999916,785,6,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.10865563560999818,785,6,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.10862182686999859,785,6,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.10930771049999749,785,6,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.10847779034999804,785,6,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.10983406016000118,785,6,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.10800516441000127,785,6,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.10883493511999859,785,6,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.10865878553999664,785,6,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.109223254353999,785,6,average
1,right,0.10851149720199874,785,6,average
1,left,0.10987631304999923,785,8,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.10943303297000057,785,8,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.10943658912000047,785,8,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.1092553567899995,785,8,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.1097329019200015,785,8,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.10907469431999743,785,8,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.10947516585000358,785,8,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.10880362229000184,785,8,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.10948383364000165,785,8,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.10919964869000069,785,8,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.1096009607160013,785,8,average
1,right,0.10915327101200001,785,8,average
1,left,0.10777660706999996,677,2,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.10783013776000189,677,2,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.10784295417000067,677,2,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.10831327453000085,677,2,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.10857674909999787,677,2,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.10825178197000242,677,2,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.10793702253999982,677,2,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.10850455706999583,677,2,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.10853134804000092,677,2,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.10756649160000052,677,2,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.10813293618399986,677,2,average
1,right,0.10809324858600029,677,2,average
1,left,0.10820481856000243,677,4,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.10922478676999617,677,4,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.10857465633000174,677,4,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.10908589017000395,677,4,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.10883351245000085,677,4,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.10893980263999765,677,4,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.10839457939000113,677,4,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.10781380068000089,677,4,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.10869827538999743,677,4,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.10882661558000109,677,4,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.1085411684240007,677,4,average
1,right,0.10877817916799995,677,4,average
1,left,0.10888870021999991,677,6,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.1089742997500025,677,6,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.10907238409000002,677,6,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.10913295823999761,677,6,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.10876832508000006,677,6,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.10947042839999994,677,6,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.10901302407000003,677,6,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.10892861068000002,677,6,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.10895735621999847,677,6,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.1086747469599959,677,6,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.10893995793599971,677,6,average
1,right,0.10903620880599921,677,6,average
1,left,0.10921788562000075,677,8,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.10934139231000245,677,8,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.10965324634999889,677,8,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.10966270105000149,677,8,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.10999221852000118,677,8,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.10923050716000034,677,8,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.1094988490500009,677,8,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.109283071130003,677,8,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.10916815534999841,677,8,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.10944444229000055,677,8,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.10950607097800003,677,8,average
1,right,0.10939242278800157,677,8,average
1,left,0.10855343674000323,894,2,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.10820150508000097,894,2,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.10853335411999979,894,2,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.10894969789999777,894,2,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.1085960127999988,894,2,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.1080470597700014,894,2,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.10835715292999794,894,2,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.10809327555999972,894,2,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.10826965695000126,894,2,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.10814103190999959,894,2,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.10846192270800019,894,2,average
1,right,0.10828651404399989,894,2,average
1,left,0.1089869163100002,894,4,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.1080049044899988,894,4,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.10856006595000053,894,4,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.10805455518999679,894,4,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.10879534651000085,894,4,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.10767669324000054,894,4,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.10928358153000317,894,4,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.10869287369000176,894,4,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.10866283651999765,894,4,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.10828831115999947,894,4,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.10885774936400047,894,4,average
1,right,0.10814346755399946,894,4,average
1,left,0.10940409244999955,894,6,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.10841412807999859,894,6,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.10892061538000235,894,6,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.10834274099000141,894,6,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.10864108464999844,894,6,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.10928035923000153,894,6,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.10907279514000039,894,6,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.10871408246000101,894,6,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.10872639681000237,894,6,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.10902069848999872,894,6,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.10895299688600062,894,6,average
1,right,0.10875440185000025,894,6,average
1,left,0.10913736073000109,894,8,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.10905679253000017,894,8,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.10921650303000206,894,8,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.10863221665999845,894,8,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.10919073051999931,894,8,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.10948447903000215,894,8,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.10969200931999694,894,8,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.10983121114999904,894,8,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.10938825270000052,894,8,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.1094950937800013,894,8,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.10932497126,894,8,average
1,right,0.10929995863000022,894,8,average
1,left,0.10791230492000067,541,2,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.10835919317999924,541,2,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.10838634082999761,541,2,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.10834539841999685,541,2,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.10820987415999753,541,2,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.10857343642999695,541,2,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.107702012069999,541,2,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.10819168127000012,541,2,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.10763863924999896,541,2,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.10735098698000002,541,2,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.10796983424599878,541,2,average
1,right,0.10816413925599863,541,2,average
1,left,0.10887419443999988,541,4,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.10898264343999926,541,4,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,left,0.10886896032000096,541,4,[5.0; 9.0]; [0.0; 757523835.5]
1,right,0.1086267189099999,541,4,[5.0; 9.0]; [0.0; 757523835.5]
1,left,0.10942061304999698,541,4,[2.0; 6.0]; [0.0; 757523835.5]
1,right,0.10863361778000126,541,4,[2.0; 6.0]; [0.0; 757523835.5]
1,left,0.10906460874999993,541,4,[3.0; 7.0]; [300000000; 1057523835.5]
1,right,0.10825994985999841,541,4,[3.0; 7.0]; [300000000; 1057523835.5]
1,left,0.10882482014999822,541,4,[4.5; 8.5]; [300000000; 1057523835.5]
1,right,0.10885970442000144,541,4,[4.5; 8.5]; [300000000; 1057523835.5]
1,left,0.10901063934199917,541,4,average
1,right,0.10867252688200006,541,4,average
1,left,0.10931896386000062,541,6,[5.0; 9.0]; [757523835.5; 1515047671.0]
1,right,0.108929693340001,541,6,[5.0; 9.0]; [757523835.5; 1515047671.0]
