[1.0, 5.0]; [0.0, 757523835.5],[0.6858466196661829, 0.4726818345348116, 0.0, 0.03970000936599631, 0.19696969696969696, 0.3318349901298413, 0.6381705397270724, 0.38185162569449155, 0.008947773106808542]
[1.0, 5.0]; [154009.5, 757677845.0],[0.7302792516204838, 0.352057324674627, 0.0, 0.0333496644295302, 0.15384615384615385, 0.20105590254615566, 0.679196603498802, 0.33557958700743507, 0.006514704979529152]
[2.0, 6.0]; [0.0, 757523835.5],[0.8981076697623492, 0.549330259812147, 0.0, 0.03510609588247523, 0.15476190476190477, 0.2588319454910016, 0.6483403640124196, 0.4092196065336561, 0.013707002594357002]
[2.0, 6.0]; [154009.5, 757677845.0],[0.5489786478581976, 0.5271054861114088, 0.0, 0.03392928200241239, 0.07751937984496124, 0.12001487540886062, 0.6593422959578854, 0.3644314868804665, 0.031137072516318934]
[2.0, 6.0]; [308019.0, 757831854.5],[0.6782850896299278, 0.45830207868937267, 0.0, 0.029428514932017966, 0.10714285714285714, 0.2134157941562236, 0.6648457353910204, 0.4705075445816187, 0.029365547729258173]
[2.0, 6.0]; [462028.5, 757985864.0],[0.6412150304239669, 0.5181736722583883, 0.0045439744234924955, 0.03510609588247523, 0.11278195488721804, 0.11999504320327442, 0.6127244606614073, 0.4259056257423604, 0.01841819188974025]
[2.0, 6.0]; [616038.0, 758139873.5],[0.7050188963116089, 0.4167602135198639, 0.0, 0.028842953020134225, 0.06837606837606838, 0.18764282800847865, 0.618302052019601, 0.4125692729766804, 0.02736793700517198]
[2.0, 6.0]; [770047.5, 758293883.0],[0.613797756085629, 0.4021561887529359, 0.0, 0.028857033056618506, 0.16666666666666666, 0.23683226189201986, 0.6039901417178568, 0.3591879493587647, 0.02405481870970631]
[2.0, 6.0]; [924057.0, 758447892.5],[0.6653694039542374, 0.45343943824061517, 0.0, 0.030619116040556837, 0.10185185185185185, 0.2407125619351131, 0.6029239328168037, 0.3538689223894023, 0.028341428991115566]
[2.0, 6.0]; [1078066.5, 758601902.0],[0.739084181201701, 0.5482896475151511, 0.0, 0.03251085510630649, 0.15441176470588236, 0.1638172564033221, 0.6048692106218243, 0.43381415999275125, 0.03889538924937575]
