[4.12, 5.12]; [0.0, 189380958.875],[0.06945118589169806, 0.8370922161012664, 0.0, 0.1162871278217097, 0.39473684210526316, 0.2650915903754759, 0.5222515984324838, 0.5679206848144531, 4.4335988161605454e-05]
[4.38, 5.38]; [0.0, 189380958.875],[0.5861873660811336, 0.8646760288620454, 0.0, 0.09973587558676918, 0.5, 0.46866227471278554, 0.4719837381031743, 0.6157439578671579, 0.022468322484903522]
[4.38, 5.38]; [25668.0, 189406626.875],[0.20897053007284197, 0.8376322846588986, 0.0, 0.1000652323721724, 0.4318181818181818, 0.2747470911882909, 0.5341189658659937, 0.6213783703703706, 0.0021001289761344434]
[4.38, 5.38]; [51336.0, 189432294.875],[0.32074446875988943, 0.8287526801296785, 0.0, 0.10005305330658104, 0.47674418604651164, 0.37545936036871136, 0.5359274985760873, 0.6170587132055356, 0.0021396312104175427]
[4.38, 5.38]; [77004.0, 189457962.875],[0.2773860271745955, 0.8379456797241179, 0.0, 0.10005305330658104, 0.46153846153846156, 0.28470477965429053, 0.5113215852501671, 0.6058261265361857, 0.001169427161411095]
[4.38, 5.38]; [102672.0, 189483630.875],[0.24951114164359886, 0.88164192258152, 0.0, 0.1000489932885906, 0.47, 0.2886314774856551, 0.506641617921274, 0.6406576735413505, 0.0008308578533443232]
[4.38, 5.38]; [128340.0, 189509298.875],[0.2771011041035013, 0.8454090044775813, 0.0, 0.1000652323721724, 0.4666666666666667, 0.2856312302322982, 0.49580611624129367, 0.6587979401270005, 0.0012262738781103164]
[4.38, 5.38]; [154008.0, 189534966.875],[0.27675268673584863, 0.8455448827750272, 0.0, 0.10005305330658104, 0.46153846153846156, 0.28751845387649433, 0.5102292278670124, 0.6625870294509348, 0.0009048967891449698]
[4.640000000000001, 5.640000000000001]; [0.0, 189380958.875],[4.253446e-318, 0.9011163542646088, 0.0, 0.14331342281879192, 0.44329896907216493, 0.23485765042459517, 0.5970195043551451, 0.5998737292033572, 0.0036154016065020186]
[4.640000000000001, 5.640000000000001]; [25668.0, 189406626.875],[4.179593e-318, 0.8329647315877822, 0.0, 0.10906614059867048, 0.2903225806451613, 0.3292350196579714, 0.40571220010005316, 0.43338005646259853, 0.0022874488522231615]
[4.640000000000001, 5.640000000000001]; [51336.0, 189432294.875],[0.07481622745166736, 0.9137074995347245, 0.0, 0.11330413849303415, 0.45555555555555555, 0.3446599335924379, 0.3372132127515437, 0.5696142841522088, 0.003084261094481337]
[4.640000000000001, 5.640000000000001]; [77004.0, 189457962.875],[0.8216625207937844, 0.8669769907166585, 0.0, 0.08204195497987574, 0.4691358024691358, 0.741256601644819, 0.38731540957895005, 0.629737609329446, 0.002802747392566755]
[4.640000000000001, 5.640000000000001]; [102672.0, 189483630.875],[0.40998701912501617, 0.8738413726542933, 0.0, 0.09994743923849608, 0.4782608695652174, 0.412594184421575, 0.4126319508759603, 0.5787037037037038, 0.008863690696303949]
[4.640000000000001, 5.640000000000001]; [128340.0, 189509298.875],[0.08262157264064059, 0.8722130464048078, 0.0, 0.10063194938473222, 0.36633663366336633, 0.37810667535367204, 0.3660896180464621, 0.44845617857861914, 0.012157741397347162]
[4.640000000000001, 5.640000000000001]; [154008.0, 189534966.875],[0.51581593627051, 0.8648292499757035, 0.0, 0.09983764483794216, 0.42696629213483145, 0.6839526033335432, 0.3627427672844473, 0.5330385169683929, 0.010417219653341043]
[4.640000000000001, 5.640000000000001]; [179676.0, 189560634.875],[0.3698551282485691, 0.8996530278107755, 0.0, 0.1000489932885906, 0.44680851063829785, 0.3800415857464498, 0.49846905663109575, 0.6454150131435098, 0.008442815682835086]
[4.640000000000001, 5.640000000000001]; [205344.0, 189586302.875],[0.6406487422130928, 0.8958198525389559, 0.0, 0.09555928682404391, 0.4418604651162791, 0.46937159341550994, 0.5493781742369475, 0.583473215823473, 0.002769461225276619]
