[1.0, 5.0]; [0.0, 757523835.5],[0.9417590886900915, 0.22081606715582391, 0.0, 0.021886518103165525, 0.09859154929577464, 0.32660113018986325, 0.6949352671020254, 0.27952890304961314, 0.011680126190551504]
[1.0, 5.0]; [154009.5, 757677845.0],[0.706004861106999, 0.41580651994828255, 0.0, 0.03457477292043389, 0.16049382716049382, 0.2246666707277355, 0.6749417145274534, 0.3892708170863877, 0.0050778108521321716]
[1.5, 5.5]; [0.0, 757523835.5],[0.5782972363651714, 0.5050205058742783, 0.0, 0.02518643443996817, 0.14414414414414414, 0.18261635451429115, 0.6111573639226455, 0.34651191825936717, 0.014208141915691946]
[1.5, 5.5]; [154009.5, 757677845.0],[0.5810408875779387, 0.4651443682307457, 0.0, 0.0266063465696395, 0.16216216216216217, 0.18627222138770846, 0.6209709370452717, 0.35171992672501534, 0.017939617455158468]
[1.5, 5.5]; [308019.0, 757831854.5],[0.5813664361373815, 0.4656437273124825, 0.0, 0.027161866800368407, 0.16216216216216217, 0.18939645205473649, 0.6223060473851505, 0.35171992672501534, 0.0195282492910957]
[1.5, 5.5]; [462028.5, 757985864.0],[0.5821637591268506, 0.4294513643503609, 0.0, 0.025830506192177867, 0.16216216216216217, 0.178757395726685, 0.6324930348895177, 0.35171992672501534, 0.019792051967005446]
[1.5, 5.5]; [616038.0, 758139873.5],[0.5474269295196508, 0.4769698651802331, 0.0, 0.027878262544081756, 0.1891891891891892, 0.1920934111081924, 0.614213368343955, 0.35171992672501534, 0.019396707506358586]
[1.5, 5.5]; [770047.5, 758293883.0],[0.5496635421634464, 0.4833692066742712, 0.0, 0.029845350359716624, 0.2, 0.1969896699370995, 0.6343388846209739, 0.36960065133319764, 0.018130648941638478]
[1.5, 5.5]; [924057.0, 758447892.5],[0.550759017178599, 0.506156986774589, 0.0, 0.03016411475820164, 0.1834862385321101, 0.19881764145038466, 0.6339250095015494, 0.38807734581721953, 0.02022802711637053]
[1.5, 5.5]; [1078066.5, 758601902.0],[0.5503903615586653, 0.5014306788398972, 0.0, 0.030452799403132648, 0.1651376146788991, 0.20041031101546705, 0.6333501961716848, 0.38807734581721953, 0.021669462638510835]
[1.5, 5.5]; [1232076.0, 758755911.5],[0.5215359003204414, 0.5209138325030865, 0.0, 0.03141108811125596, 0.19090909090909092, 0.20476017296532784, 0.6519796887190208, 0.3931210459456399, 0.021693761461380547]
[1.5, 5.5]; [1386085.5, 758909921.0],[0.5219986813553724, 0.5467081206203004, 0.0, 0.03170311309527181, 0.18181818181818182, 0.20542694634821118, 0.6534886513672398, 0.441343151296018, 0.025051018420512487]
[1.5, 5.5]; [1540095.0, 759063930.5],[0.5671857841405139, 0.5479765977857151, 0.0, 0.03188541303271464, 0.17592592592592593, 0.18636713054371357, 0.6539178008384685, 0.43176229765932556, 0.024085835344662954]
[1.5, 5.5]; [1694104.5, 759217940.0],[0.5273380779053016, 0.5418341913727625, 0.0, 0.03209755577433086, 0.18518518518518517, 0.20567178515196907, 0.6357618978053057, 0.43176229765932556, 0.02757237176215831]
[1.5, 5.5]; [1848114.0, 759371949.5],[0.5291415865053063, 0.5945653270715338, 0.0, 0.03404406607594707, 0.24528301886792453, 0.2274626578772208, 0.6002240761243625, 0.4681392224709954, 0.027585861379195695]
[2.0, 6.0]; [0.0, 757523835.5],[0.5202406770201851, 0.5450530823632227, 0.0, 0.021109536978346468, 0.23121387283236994, 0.24412955515275264, 0.6417605973963475, 0.4561492155067416, 0.017838977364666404]
[2.0, 6.0]; [154009.5, 757677845.0],[0.5229047232077035, 0.4701086655891976, 0.0, 0.021791973184268634, 0.20809248554913296, 0.2469054127563555, 0.6475732783922226, 0.4249618780463048, 0.02359205493339752]
[2.0, 6.0]; [308019.0, 757831854.5],[0.5238810132097593, 0.4642059195868342, 0.0, 0.022102759091707804, 0.19767441860465115, 0.2548803685971975, 0.6039971613321694, 0.43131961591220846, 0.026154624276411152]
[2.0, 6.0]; [462028.5, 757985864.0],[0.5262608505660208, 0.4628089330588887, 0.0, 0.0224127582606687, 0.20118343195266272, 0.25214064373116574, 0.6137777821853683, 0.415609632833826, 0.027394557331272718]
[2.0, 6.0]; [616038.0, 758139873.5],[0.5277948329483515, 0.46487501369858375, 0.0, 0.022859778642446607, 0.23214285714285715, 0.24728743707803946, 0.6464113008969559, 0.39681986879817455, 0.029380407553394952]
[2.0, 6.0]; [770047.5, 758293883.0],[0.5302757685782692, 0.46252363380262995, 0.0, 0.02303512789908446, 0.21084337349397592, 0.24783997214225512, 0.6481009073682671, 0.4027018661811562, 0.02945924256992965]
[2.0, 6.0]; [924057.0, 758447892.5],[0.5303711945492827, 0.4704995648893655, 0.0, 0.023233445584045123, 0.21818181818181817, 0.24928490711721527, 0.6478778677816754, 0.4154178425125171, 0.0311948539713006]
[2.0, 6.0]; [1078066.5, 758601902.0],[0.5312239729402402, 0.46257335247886, 0.0, 0.02361000319389739, 0.1951219512195122, 0.2579511303960682, 0.6173136301063319, 0.44164724624487933, 0.03151959391314217]
[2.0, 6.0]; [1232076.0, 758755911.5],[0.5317866600342611, 0.4666392167669564, 0.0, 0.024029062848342223, 0.1951219512195122, 0.2659417207293201, 0.6174179178565167, 0.41213981158891666, 0.032007596904700904]
[2.0, 6.0]; [1386085.5, 758909921.0],[0.5341194408090448, 0.4542747282570502, 0.0, 0.023974574889933688, 0.2085889570552147, 0.26312865027165383, 0.6143283763822154, 0.41213981158891666, 0.03387507797096329]
[2.0, 6.0]; [1540095.0, 759063930.5],[0.534389194738252, 0.4585973053850734, 0.0, 0.02439136843977457, 0.20245398773006135, 0.2648826743816234, 0.6145444128428185, 0.3926790058304526, 0.036441912550270225]
[2.0, 6.0]; [1694104.5, 759217940.0],[0.5400224965945315, 0.4556554667623045, 0.0, 0.024560291506178025, 0.19375, 0.26004158378169984, 0.6153549254033843, 0.39868825599999996, 0.03612769163537453]
[2.0, 6.0]; [1848114.0, 759371949.5],[0.5392793534047775, 0.5070484208414273, 0.0, 0.026324129697839475, 0.1875, 0.27851519313191325, 0.5738098260213542, 0.385828352, 0.036324774064427585]
[2.0, 6.0]; [2002123.5, 759525959.0],[0.5610953185749639, 0.4495820746008272, 0.0, 0.024805503718139152, 0.189873417721519, 0.2669023362020745, 0.6146000059526988, 0.34665755229427603, 0.03389409281989383]
[2.0, 6.0]; [2156133.0, 759679968.5],[0.5637272852412991, 0.44601600119217266, 0.0, 0.024929279946352228, 0.21153846153846154, 0.25702949043357953, 0.627266512986869, 0.3882312836757262, 0.03326908065520585]
[2.0, 6.0]; [2310142.5, 759833978.0],[0.5631988448281064, 0.4447128000859234, 0.0, 0.0250540138952472, 0.1935483870967742, 0.261495530459395, 0.6232697632817215, 0.37006692627994403, 0.034042797638204274]
[2.0, 6.0]; [2464152.0, 759987987.5],[0.5650663916886238, 0.45930275632154727, 0.0, 0.025700167086851296, 0.19480519480519481, 0.2668792454470515, 0.6163327931539007, 0.3774456891011471, 0.03607002513861349]
[2.0, 6.0]; [2618161.5, 760141997.0],[0.5676705166110287, 0.4726119456135711, 0.0, 0.02688473413265663, 0.1895424836601307, 0.2751294289423795, 0.5811951329488007, 0.38712331835289865, 0.037730781616694686]
[2.0, 6.0]; [2772171.0, 760296006.5],[0.5693527620378944, 0.5255478710261432, 0.0, 0.029013273257629646, 0.17763157894736842, 0.28777304108241586, 0.5960970430169301, 0.3288883406092049, 0.03872904105151521]
[2.0, 6.0]; [2926180.5, 760450016.0],[0.5696314792552516, 0.5227682796641326, 0.0, 0.029136412202901998, 0.15789473684210525, 0.2877090798921444, 0.5971786621285171, 0.2884304391399417, 0.03921737937161944]
[2.0, 6.0]; [3080190.0, 760604025.5],[0.5723687696488885, 0.5562099776137324, 0.0, 0.03077556333839952, 0.18, 0.3041604172516521, 0.5604331168437322, 0.3084713639863384, 0.03794731708954651]
[2.0, 6.0]; [3234199.5, 760758035.0],[0.5528970213985175, 0.5550773635424269, 0.0, 0.030854106870996312, 0.17333333333333334, 0.3079913777977678, 0.5705913918122907, 0.3548416830861801, 0.040467000566112354]
[2.0, 6.0]; [3388209.0, 760912044.5],[0.554109378551288, 0.552132326737554, 0.0, 0.03095663505492256, 0.18120805369127516, 0.3087811192485595, 0.5701599551692437, 0.36831527129102076, 0.041273817792864105]
[2.0, 6.0]; [3542218.5, 761066054.0],[0.5532753236356814, 0.5529337860303978, 0.0, 0.03100275781438052, 0.174496644295302, 0.30925382123420814, 0.5696686873693702, 0.39627707313827676, 0.042585710669967775]
[2.0, 6.0]; [3696228.0, 761220063.5],[0.5545496267743641, 0.5515889200877236, 0.0, 0.031096020404598017, 0.1476510067114094, 0.30870150470415597, 0.5708389382761447, 0.36050586744523916, 0.04356087928582837]
[2.0, 6.0]; [3850237.5, 761374073.0],[0.5537986193469807, 0.5498450777760124, 0.0, 0.03116685082872928, 0.174496644295302, 0.3101375098626443, 0.571043956588422, 0.3644314868804665, 0.04404751095705353]
[2.0, 6.0]; [4004247.0, 761528082.5],[0.5555387482618299, 0.5491570322455885, 0.0, 0.03121448823387894, 0.16216216216216217, 0.31148439792339244, 0.5696437574133927, 0.3429999999999999, 0.046528563021704265]
[2.0, 6.0]; [4158256.5, 761682092.0],[0.5954137201397263, 0.522566173613805, 0.0, 0.03010643852918288, 0.15862068965517243, 0.30826317945489057, 0.5639722697000904, 0.3307834908652186, 0.043560640330808226]
[2.0, 6.0]; [4312266.0, 761836101.5],[0.5958387041438524, 0.444505424317886, 0.0, 0.0273635475338297, 0.1506849315068493, 0.28408568467138945, 0.5795021215091297, 0.36241061448966105, 0.04407195106330083]
[2.0, 6.0]; [4466275.5, 761990111.0],[0.5963869303742384, 0.4259906485853119, 0.0, 0.02692940435585295, 0.16551724137931034, 0.2768181774551552, 0.6165967644756276, 0.34847330183407005, 0.046137660271258055]
[2.0, 6.0]; [4620285.0, 762144120.5],[0.596780288542254, 0.41644458515845584, 0.0, 0.026750383763862504, 0.14583333333333334, 0.283740466153069, 0.6178034100042251, 0.34437566681332815, 0.04629690892717428]
[2.0, 6.0]; [4774294.5, 762298130.0],[0.5967823239783557, 0.41481801031145604, 0.0, 0.02682494652220775, 0.1597222222222222, 0.2823406479945134, 0.6125529130027816, 0.36050586744523916, 0.04487818396429672]
[2.0, 6.0]; [4928304.0, 762452139.5],[0.5983435295506764, 0.4295672109597457, 0.0, 0.02733943631611897, 0.11888111888111888, 0.29260109977258403, 0.5808810875837536, 0.30917697872799915, 0.0461198469762422]
[2.0, 6.0]; [5082313.5, 762606149.0],[0.6284117652742095, 0.39612024288181036, 0.0, 0.026502516239848367, 0.0851063829787234, 0.2769145214268968, 0.5939061445265617, 0.3873757900743075, 0.05039955231191843]
[2.0, 6.0]; [5236323.0, 762760158.5],[0.6260586438769637, 0.42718714043561157, 0.0, 0.026987344545503816, 0.07092198581560284, 0.2820978142176765, 0.6127827837340736, 0.41036996082713206, 0.049372582481766875]
[2.0, 6.0]; [5390332.5, 762914168.0],[0.6268274139887489, 0.39800413922024136, 0.0, 0.0266220878737915, 0.09929078014184398, 0.2814018630837198, 0.6158829294129884, 0.3913902542803435, 0.04629802440801948]
[2.0, 6.0]; [5544342.0, 763068177.5],[0.6282182470669415, 0.3950177507167475, 0.0, 0.027561787930431292, 0.09285714285714286, 0.29114989333838376, 0.5858957292889031, 0.3833139101405858, 0.04395159797109558]
[2.0, 6.0]; [5698351.5, 763222187.0],[0.6315062156745559, 0.42494509969292915, 0.0, 0.027618314016316366, 0.10144927536231885, 0.289912397016798, 0.580114800961664, 0.41794451296811613, 0.045161233668101604]
[2.0, 6.0]; [5852361.0, 763376196.5],[0.6518215590200322, 0.4058337875310276, 0.0, 0.026730706040081386, 0.10948905109489052, 0.27273816896347863, 0.5924566080424105, 0.41794451296811613, 0.04602751760507366]
